"subject","activity","tBodyAccMeanX","tBodyAccMeanY","tBodyAccMeanZ","tBodyAccStdX","tBodyAccStdY","tBodyAccStdZ","tGravityAccMeanX","tGravityAccMeanY","tGravityAccMeanZ","tGravityAccStdX","tGravityAccStdY","tGravityAccStdZ","tBodyAccJerkMeanX","tBodyAccJerkMeanY","tBodyAccJerkMeanZ","tBodyAccJerkStdX","tBodyAccJerkStdY","tBodyAccJerkStdZ","tBodyGyroMeanX","tBodyGyroMeanY","tBodyGyroMeanZ","tBodyGyroStdX","tBodyGyroStdY","tBodyGyroStdZ","tBodyGyroJerkMeanX","tBodyGyroJerkMeanY","tBodyGyroJerkMeanZ","tBodyGyroJerkStdX","tBodyGyroJerkStdY","tBodyGyroJerkStdZ","tBodyAccMagMean","tBodyAccMagStd","tGravityAccMagMean","tGravityAccMagStd","tBodyAccJerkMagMean","tBodyAccJerkMagStd","tBodyGyroMagMean","tBodyGyroMagStd","tBodyGyroJerkMagMean","tBodyGyroJerkMagStd","fBodyAccMeanX","fBodyAccMeanY","fBodyAccMeanZ","fBodyAccStdX","fBodyAccStdY","fBodyAccStdZ","fBodyAccJerkMeanX","fBodyAccJerkMeanY","fBodyAccJerkMeanZ","fBodyAccJerkStdX","fBodyAccJerkStdY","fBodyAccJerkStdZ","fBodyGyroMeanX","fBodyGyroMeanY","fBodyGyroMeanZ","fBodyGyroStdX","fBodyGyroStdY","fBodyGyroStdZ","fBodyAccMagMean","fBodyAccMagStd","fBodyBodyAccJerkMagMean","fBodyBodyAccJerkMagStd","fBodyBodyGyroMagMean","fBodyBodyGyroMagStd","fBodyBodyGyroJerkMagMean","fBodyBodyGyroJerkMagStd"
"5","walking_downstairs",0.2935439,-0.008501075,-0.1003199,0.2750461,0.09076308,-0.3258914,0.9566494,-0.06075783,0.02167779,-0.9504909,-0.9123634,-0.9271927,0.1096506,0.01376182,0.02133977,0.03224155,0.04736123,-0.5226516,-0.06829457,-0.0707806,0.080656,-0.4606468,-0.4091341,-0.227869,-0.110149,-0.07082966,-0.03996569,-0.4113022,-0.5145915,-0.03442175,0.2111389,0.2054224,0.2111389,0.2054224,-0.06375286,-0.02925705,-0.2180298,-0.3606783,-0.3971956,-0.4503032,0.09843201,0.07922807,-0.3747401,0.3365547,0.02682699,-0.3533979,-0.03680122,-0.0568033,-0.4919799,0.01105593,0.09017201,-0.5511781,-0.2953451,-0.3824831,-0.03417503,-0.5149409,-0.4315528,-0.3747052,0.1557422,0.04285336,0.009183943,-0.0897357,-0.3493384,-0.4841413,-0.4536972,-0.4871284
"5","sitting",0.2736941,-0.009900835,-0.1085403,-0.980945,-0.9043351,-0.9260947,0.8807314,0.1684455,0.1430069,-0.9831375,-0.939943,-0.945009,0.07495774,-0.002787733,0.003386096,-0.9752049,-0.9527863,-0.9734365,-0.04223552,-0.08354841,0.08239345,-0.9662255,-0.9500641,-0.9406379,-0.08897477,-0.0454703,-0.04877147,-0.966037,-0.9754339,-0.9648785,-0.9379783,-0.920939,-0.9379783,-0.920939,-0.9693202,-0.9657577,-0.9343016,-0.9314148,-0.9738483,-0.9703926,-0.9774508,-0.9214347,-0.9460642,-0.9825908,-0.9022915,-0.9218435,-0.976025,-0.9542375,-0.9695013,-0.9765305,-0.9544644,-0.9760223,-0.9571173,-0.9554604,-0.9380034,-0.9693904,-0.9475715,-0.9473465,-0.9362906,-0.9256693,-0.9644403,-0.9665453,-0.9447603,-0.9347469,-0.9715984,-0.9706754
"5","standing",0.2825444,-0.007004186,-0.1021711,-0.9685918,-0.8694399,-0.8693273,0.9601887,-0.03871013,0.1386384,-0.9740882,-0.9319739,-0.9146085,0.07251899,-0.002219902,-0.01228122,-0.9626471,-0.9312171,-0.9638321,-0.03227119,-0.0509875,0.06909458,-0.9103952,-0.9337381,-0.9074716,-0.09222499,-0.03991082,-0.04222213,-0.94193,-0.9611777,-0.9447553,-0.9061047,-0.8797738,-0.9061047,-0.8797738,-0.9568636,-0.942962,-0.9006716,-0.8670417,-0.9584059,-0.9479707,-0.9645009,-0.8907964,-0.9150838,-0.9706684,-0.8679332,-0.8582314,-0.9630592,-0.9313702,-0.9584387,-0.9657789,-0.9362026,-0.9680723,-0.9096618,-0.9393735,-0.9071908,-0.9127809,-0.9318578,-0.9167894,-0.9046414,-0.8867452,-0.9418259,-0.943602,-0.9045439,-0.868914,-0.9522864,-0.9461965
"5","laying",0.2783343,-0.01830421,-0.1079376,-0.9659345,-0.9692956,-0.9685625,-0.4834706,0.9548903,0.2636447,-0.9456953,-0.9859641,-0.9770766,0.08481648,0.007474608,-0.003040672,-0.9833079,-0.9645604,-0.9854194,-0.0218935,-0.07987096,0.1598944,-0.9794987,-0.9774274,-0.9605838,-0.1021141,-0.04044469,-0.07083097,-0.9834223,-0.9837595,-0.9896796,-0.9667779,-0.9586128,-0.9667779,-0.9586128,-0.9801413,-0.9774771,-0.9469383,-0.9582879,-0.9864194,-0.9837714,-0.9687417,-0.9654195,-0.9770077,-0.9649539,-0.9729092,-0.9658822,-0.9826897,-0.9653286,-0.9832503,-0.9856253,-0.9662426,-0.9861356,-0.9757975,-0.9782496,-0.9632029,-0.9807058,-0.9772578,-0.9633057,-0.962235,-0.9625254,-0.9773564,-0.9763819,-0.9682571,-0.9592631,-0.984618,-0.9834345
"6","walking",0.2836589,-0.01689542,-0.1103032,-0.2965387,0.1642139,-0.5043242,0.9580675,-0.2146949,0.03318888,-0.9777799,-0.9642486,-0.957205,0.06995859,-0.01648317,-0.007389312,-0.1327848,0.008088974,-0.5757775,-0.02550962,-0.07444625,0.08388088,-0.446021,-0.3317023,-0.3831393,-0.08788911,-0.0362309,-0.05395973,-0.1826009,-0.4163902,-0.1666844,-0.1668407,-0.2667342,-0.1668407,-0.2667342,-0.195117,-0.07060296,-0.2812078,-0.3656029,-0.3212905,-0.3647083,-0.1879343,0.1407816,-0.4985202,-0.3452277,0.1016996,-0.5504746,-0.1509429,-0.07537423,-0.5414386,-0.1926947,0.03144507,-0.6086244,-0.2396507,-0.3413784,-0.2035755,-0.5153239,-0.3320087,-0.5122092,-0.2013866,-0.4216831,-0.05540142,-0.09649997,-0.3296811,-0.5106483,-0.3665005,-0.4080789
"6","walking_upstairs",0.2682294,-0.02724254,-0.1220824,-0.05013502,0.1892761,-0.3535195,0.9136322,-0.3407326,-0.0184609,-0.9593994,-0.9129007,-0.9061964,0.07210675,0.003713434,-0.002378166,-0.1803012,-0.04139946,-0.5608307,-0.07674068,-0.0518982,0.0664234,-0.3219737,-0.3157999,-0.1839002,-0.06520245,-0.04577054,-0.05768,-0.1867633,-0.4864941,-0.1708148,0.0177791,-0.07915088,0.0177791,-0.07915088,-0.2073798,-0.1699704,-0.1291212,-0.1998937,-0.3428954,-0.4400799,-0.1310754,0.09780351,-0.4272481,-0.02113356,0.1591238,-0.3658742,-0.2448128,-0.1229916,-0.5493146,-0.1868151,-0.01698114,-0.571674,-0.115065,-0.3296538,-0.04641421,-0.3902481,-0.3136186,-0.3099981,-0.08194794,-0.2221614,-0.1698682,-0.1777348,-0.230627,-0.3181739,-0.4592363,-0.4559377
"6","walking_downstairs",0.2770453,-0.01953684,-0.1072094,0.3836816,0.360165,-0.3202042,0.9285315,-0.2140463,-0.003079817,-0.9544063,-0.9335776,-0.9343788,0.1036813,0.009876858,-0.009324706,0.1652711,0.276544,-0.3368173,-0.09608374,-0.03417822,0.08700126,-0.1983039,-0.1892296,-0.09407979,-0.02564522,-0.07680899,-0.03722287,0.0393388,-0.1935084,0.1932065,0.3337547,0.3736119,0.3337547,0.3736119,0.1038451,0.2095022,0.01426778,-0.04262768,-0.08293669,-0.1112284,0.3283085,0.3397712,-0.2776026,0.4033698,0.2832478,-0.4060143,0.136555,0.1372025,-0.2830862,0.08865151,0.3412424,-0.389057,0.06337161,-0.1303275,0.1528452,-0.2867249,-0.235471,-0.2756673,0.395958,0.1446228,0.2438343,0.1548089,-0.01437354,-0.2423539,-0.1327054,-0.1457335
"6","sitting",0.2767785,-0.01459116,-0.1101277,-0.9801649,-0.9236821,-0.9257971,0.9336929,0.06826287,0.06952197,-0.9888724,-0.960876,-0.9554758,0.07547216,2.556498e-06,0.006237278,-0.9699295,-0.9451437,-0.958573,-0.03724423,-0.08990833,0.0854346,-0.9573677,-0.94413,-0.9396814,-0.09366935,-0.03339867,-0.04655043,-0.9437148,-0.9617807,-0.9587877,-0.9495435,-0.9315727,-0.9495435,-0.9315727,-0.9627335,-0.9481818,-0.9327038,-0.9212595,-0.9629292,-0.9501506,-0.9753515,-0.9282644,-0.9357981,-0.9824513,-0.925677,-0.9257685,-0.9710375,-0.9470708,-0.9541998,-0.9714888,-0.94688,-0.9616366,-0.9396714,-0.9438574,-0.9347649,-0.963407,-0.9449015,-0.9473268,-0.9357504,-0.9395472,-0.9483487,-0.9473047,-0.9297257,-0.9295491,-0.9520346,-0.9511967
"6","standing",0.2803462,-0.01812363,-0.1121728,-0.9817582,-0.9214932,-0.9256924,0.945139,-0.230251,0.01391935,-0.9855831,-0.9684491,-0.9427951,0.07306996,0.00871884,-0.004817122,-0.9731326,-0.9493623,-0.9675472,-0.02825191,-0.05898236,0.07673947,-0.9475613,-0.9424866,-0.9477822,-0.1032925,-0.04288283,-0.05064322,-0.9464236,-0.9624222,-0.9627582,-0.9450229,-0.9393102,-0.9450229,-0.9393102,-0.9671024,-0.9560991,-0.9394047,-0.9158916,-0.9634062,-0.9525362,-0.9771003,-0.9303365,-0.942864,-0.9840674,-0.9214491,-0.9220672,-0.9734805,-0.9514055,-0.9637435,-0.9752357,-0.9506815,-0.9698958,-0.9316124,-0.9432731,-0.9432396,-0.9528174,-0.9425392,-0.9544557,-0.9459498,-0.9445641,-0.955914,-0.9553816,-0.9266643,-0.9231088,-0.9554251,-0.9520885
"6","laying",0.2486565,-0.01025292,-0.1331196,-0.9340494,-0.9246448,-0.9252161,-0.4767099,0.9565938,0.1758677,-0.8877463,-0.959162,-0.9281307,0.0963482,-0.001145292,0.003288173,-0.9663411,-0.9336745,-0.9596461,-0.007960503,-0.1072183,0.1791021,-0.9553782,-0.9436349,-0.9391419,-0.1112673,-0.04241043,-0.07177747,-0.9396116,-0.9586288,-0.9595791,-0.9188789,-0.8973262,-0.9188789,-0.8973262,-0.9547505,-0.9503419,-0.9089802,-0.9209145,-0.9556457,-0.953157,-0.9391143,-0.9237068,-0.9380449,-0.9324629,-0.9297112,-0.9240047,-0.9670724,-0.9360434,-0.9544258,-0.9686192,-0.9357175,-0.9635675,-0.9354398,-0.9417715,-0.9326366,-0.962165,-0.9453651,-0.9471368,-0.9123517,-0.905374,-0.9486555,-0.9515527,-0.9301536,-0.9286949,-0.953696,-0.9555047
"7","walking",0.275593,-0.01865367,-0.1109122,-0.3272432,-0.07726186,0.1596313,0.9325665,-0.159097,-0.1608469,-0.9798513,-0.9694042,-0.9521598,0.09014626,0.01843227,-0.02103986,-0.3460262,-0.05474489,-0.1494885,0.002288352,-0.08371137,0.06411046,-0.5033135,-0.2310983,-0.3960135,-0.1236542,-0.0447766,-0.04957131,-0.2116673,-0.1741364,-0.458303,-0.09780904,-0.1985547,-0.09780904,-0.1985547,-0.1929489,-0.02755733,-0.3059594,-0.1982832,-0.3000228,-0.09534012,-0.3430484,-0.06415642,0.03858323,-0.3220349,-0.1437218,0.1333168,-0.3837158,-0.1231929,-0.1064904,-0.3653148,-0.04319175,-0.1907515,-0.3183951,-0.1519667,-0.3667336,-0.5636153,-0.2908594,-0.46327,-0.1512436,-0.3517068,-0.03841873,-0.02213836,-0.1929098,-0.3438949,-0.1553399,-0.08416638
"7","walking_upstairs",0.2487069,-0.0275639,-0.1437697,-0.294873,-0.32616,-0.145665,0.8187466,-0.2409509,-0.4035997,-0.9328231,-0.9397743,-0.8816759,0.07246499,-0.0008123871,-7.451967e-05,-0.4151531,-0.5198976,-0.6078084,-0.1387781,-0.00247162,0.1392171,-0.3638532,-0.5729968,-0.3489801,-0.08566409,-0.04822191,-0.07245175,-0.6168127,-0.6712437,-0.6821842,-0.1980744,-0.3347446,-0.1980744,-0.3347446,-0.4586952,-0.4712657,-0.2390992,-0.4181449,-0.6619698,-0.6764281,-0.3361994,-0.3815905,-0.317461,-0.2798701,-0.3410256,-0.1249123,-0.4546479,-0.5370757,-0.5817645,-0.426974,-0.5341913,-0.6319196,-0.3838893,-0.5679203,-0.4081503,-0.368637,-0.5799646,-0.3930629,-0.3786188,-0.4153071,-0.4547832,-0.4974414,-0.5339829,-0.4449945,-0.6733273,-0.704091
"7","walking_downstairs",0.2803071,-0.01663324,-0.09693831,0.06608156,-0.1381791,-0.06364024,0.9306236,-0.1298717,-0.1549355,-0.964876,-0.9526787,-0.9287565,0.09689262,-0.01910611,-0.01603904,0.02850339,-0.2962797,-0.3471078,-0.1054096,-0.04971746,0.1168948,-0.4077441,-0.2926261,-0.4010514,-0.05972735,-0.03819043,-0.07894693,-0.510731,-0.2995202,-0.4252004,0.01987953,0.214544,0.01987953,0.214544,-0.1703196,0.09018363,-0.1887408,-0.2597516,-0.39923,-0.2947787,0.04434283,-0.1453023,-0.1392162,0.07301108,-0.1901871,-0.1001215,-0.03052267,-0.3162365,-0.2964949,-0.004262891,-0.3243786,-0.3977745,-0.3393015,-0.2144431,-0.2996003,-0.432731,-0.3517177,-0.4951201,0.2189111,0.0214441,0.06738989,0.1078568,-0.2550451,-0.3969097,-0.2890967,-0.3535447
"7","sitting",0.2846746,-0.01461098,-0.1224646,-0.9726684,-0.9094547,-0.8565329,0.9691478,0.006088466,0.06496363,-0.9570824,-0.9454363,-0.8686025,0.06685198,0.01168634,0.01620041,-0.9821581,-0.9694587,-0.9722565,-0.04963797,-0.03361196,0.02594767,-0.941871,-0.9441243,-0.9370212,-0.09381556,-0.03964449,-0.04545663,-0.974369,-0.9810247,-0.9809547,-0.9184321,-0.8819576,-0.9184321,-0.8819576,-0.9765597,-0.9702433,-0.8978705,-0.8980633,-0.9816651,-0.9762144,-0.9726971,-0.9314906,-0.9046753,-0.97288,-0.9046292,-0.8440831,-0.9820372,-0.9694236,-0.9685035,-0.9840263,-0.971815,-0.9746992,-0.9436318,-0.9566781,-0.9474199,-0.9427264,-0.9382447,-0.939826,-0.9089568,-0.8869156,-0.9709542,-0.9684949,-0.933082,-0.895805,-0.978635,-0.9749659
"7","standing",0.2827235,-0.01457403,-0.09977783,-0.9793076,-0.9234009,-0.9170642,0.9587287,-0.117607,-0.05165737,-0.9879175,-0.966163,-0.939161,0.07519151,0.006947004,-0.01084203,-0.9764035,-0.9658106,-0.9720601,-0.02915822,-0.07743364,0.0851045,-0.9452477,-0.9496469,-0.9516308,-0.09015397,-0.04127976,-0.054539,-0.9659834,-0.9768378,-0.9781668,-0.9427247,-0.9335902,-0.9427247,-0.9335902,-0.9733813,-0.9685664,-0.9434256,-0.918439,-0.9773771,-0.9721079,-0.9766818,-0.9418838,-0.9385505,-0.9805413,-0.9191188,-0.9123588,-0.9763231,-0.9671651,-0.9682296,-0.9787291,-0.9668503,-0.9745337,-0.9381216,-0.9575487,-0.9571651,-0.947892,-0.9458182,-0.9543394,-0.9456115,-0.937288,-0.9674179,-0.9690922,-0.938705,-0.9198481,-0.9736712,-0.9718994
"7","laying",0.2501767,-0.02044115,-0.101361,-0.9365136,-0.9262627,-0.9529784,-0.5028143,0.3934443,0.9075378,-0.9142213,-0.9555435,-0.961909,0.0968904,0.02506242,-0.01316539,-0.9809778,-0.9730932,-0.9729831,-0.002826419,-0.1336057,0.15592,-0.9601268,-0.9450719,-0.9552949,-0.1059442,-0.03588974,-0.06719018,-0.9738372,-0.9764837,-0.9888719,-0.936392,-0.9070395,-0.936392,-0.9070395,-0.9801272,-0.9673109,-0.9157936,-0.9186625,-0.9830088,-0.9712051,-0.9534242,-0.942194,-0.9586116,-0.9311206,-0.9229179,-0.9533806,-0.980393,-0.9725316,-0.969525,-0.9835602,-0.9758861,-0.975073,-0.9536845,-0.9575702,-0.9569053,-0.9623483,-0.9397279,-0.9588764,-0.9279769,-0.9105425,-0.9680663,-0.9653592,-0.9411307,-0.9188925,-0.9741179,-0.969403
"8","walking",0.2746863,-0.01866289,-0.1072521,-0.1736057,0.3807821,-0.1420885,0.9135863,-0.2171022,-0.1862678,-0.9747521,-0.9567815,-0.9566401,0.07033935,-0.006039475,-0.0006737989,-0.2586886,0.2339875,-0.3832006,0.02350882,-0.09579179,0.05096579,-0.1992097,-0.2119973,-0.07544478,-0.1358864,-0.03148809,-0.0522684,-0.2460828,-0.4280557,-0.388447,0.05167863,-0.1804073,0.05167863,-0.1804073,-0.06683224,-0.1845711,-0.003102438,-0.2387467,-0.3391293,-0.5029573,-0.247389,0.3169824,-0.2386346,-0.1483869,0.3248449,-0.1584373,-0.3111987,0.07968329,-0.3615633,-0.2714482,0.3158835,-0.4044825,-0.1020631,-0.2597297,-0.1329022,-0.234252,-0.1908057,-0.1429742,-0.09521728,-0.360819,-0.1238344,-0.2764361,-0.3012418,-0.3274596,-0.4730262,-0.5812402
"8","walking_upstairs",0.2588802,-0.02824151,-0.1151221,-0.1717122,0.3487687,0.1211873,0.8603687,-0.2913415,-0.192307,-0.9266733,-0.9310321,-0.8761689,0.08138168,0.01412059,-0.06745839,-0.1866189,-0.01235011,-0.4475182,0.1927045,-0.2042054,-0.0724546,-0.3674284,-0.06669809,0.3375265,-0.1554457,-0.02791958,-0.05340904,-0.4050707,-0.4246757,-0.4303667,0.1210266,-0.2272003,0.1210266,-0.2272003,-0.1414946,-0.2282964,0.166448,-0.1093279,-0.400664,-0.493975,-0.1664111,0.2634314,-0.07294969,-0.175285,0.3054015,0.1337662,-0.2002772,-0.02579526,-0.3866558,-0.2473366,-0.07008215,-0.5082483,-0.2402608,-0.1131621,0.1659742,-0.4099556,-0.04788025,0.2632029,-0.1302645,-0.4092829,-0.1318506,-0.3792665,-0.229611,-0.1833256,-0.4632706,-0.5757333
"8","walking_downstairs",0.2834841,-0.02110587,-0.1075981,0.02413935,0.3438263,0.133717,0.9140235,-0.1876102,-0.1418179,-0.9457666,-0.9415809,-0.89719,0.1189381,-0.03801938,-0.03943562,0.2501437,0.2881407,-0.01351363,-0.1211896,-0.05007602,0.1141439,-0.2584309,0.02431312,-0.1295652,-0.03492835,-0.05349697,-0.08679033,-0.2678879,-0.07045265,-0.1896044,0.1765993,0.1313379,0.1765993,0.1313379,0.2626285,0.2534083,0.09934297,-0.04662919,-0.1261891,-0.1574849,0.1365902,0.3884128,0.1595898,-0.02604633,0.2321841,0.02149148,0.2148414,0.2206397,0.05860969,0.172659,0.2739438,-0.08466742,-0.1307404,0.1160909,0.02774981,-0.3027351,-0.04613563,-0.2682534,0.3016268,-0.1561411,0.3315285,0.1347347,-0.0003627297,-0.2555903,-0.1251796,-0.2629845
"8","sitting",0.2674915,-0.006725506,-0.104461,-0.9790262,-0.927332,-0.939553,0.8324539,0.2400951,0.2638952,-0.966758,-0.9374623,-0.9354753,0.07867138,-0.006575163,-0.01068089,-0.9851888,-0.9807846,-0.9852858,-0.0547397,-0.09550892,0.07160488,-0.9845241,-0.9715007,-0.9596235,-0.09231503,-0.04026738,-0.04457322,-0.9932646,-0.9888763,-0.9852414,-0.9521397,-0.9299436,-0.9521397,-0.9299436,-0.9860615,-0.9806674,-0.9326822,-0.9530016,-0.9918074,-0.9867567,-0.9811429,-0.9442197,-0.9594363,-0.9782567,-0.92383,-0.9338898,-0.9849773,-0.9802211,-0.9829953,-0.9869136,-0.9830388,-0.9861853,-0.9822003,-0.9765899,-0.9617987,-0.9853393,-0.9689244,-0.9626323,-0.9479818,-0.9317212,-0.9809323,-0.9793202,-0.9658068,-0.9532512,-0.9877306,-0.9861473
"8","standing",0.279621,-0.01481131,-0.106115,-0.9888154,-0.9384794,-0.9260653,0.9576699,-0.09046035,-0.0979392,-0.9876902,-0.9589041,-0.9182939,0.0753739,0.008149517,0.003221533,-0.9891989,-0.9764421,-0.9826109,-0.0219672,-0.02801176,0.06368891,-0.9729904,-0.969421,-0.9741183,-0.09775758,-0.04851907,-0.04784832,-0.9815731,-0.9855088,-0.9892709,-0.9537629,-0.9371872,-0.9537629,-0.9371872,-0.9849208,-0.9799322,-0.9528485,-0.9532248,-0.9875806,-0.9824603,-0.9882199,-0.9500491,-0.9503629,-0.9891837,-0.9362317,-0.919745,-0.9890292,-0.9761777,-0.9794772,-0.9904141,-0.9785817,-0.9844657,-0.9696774,-0.9725955,-0.9755123,-0.974201,-0.9680555,-0.9759765,-0.9537461,-0.9386282,-0.9797459,-0.9791354,-0.9645642,-0.9541198,-0.9837092,-0.9818323
"8","laying",0.2612543,-0.02122817,-0.1022454,-0.9430412,-0.9348912,-0.9324915,-0.40593,0.5899224,0.7198315,-0.9188732,-0.95799,-0.9418363,0.08783269,0.02332992,-0.01692188,-0.973253,-0.976521,-0.9660876,0.005353612,-0.08913741,0.1381883,-0.965204,-0.9520394,-0.9675898,-0.106445,-0.03897352,-0.06941232,-0.9699241,-0.9741865,-0.9876012,-0.9353086,-0.9132503,-0.9353086,-0.9132503,-0.9731475,-0.9629545,-0.9242533,-0.9324708,-0.9784382,-0.9690291,-0.9535386,-0.9518167,-0.9442695,-0.9401253,-0.9312368,-0.9311465,-0.9731106,-0.9758774,-0.9621111,-0.9759599,-0.9791709,-0.9686992,-0.9579039,-0.9574112,-0.9674612,-0.9678464,-0.9503165,-0.970672,-0.9322796,-0.917258,-0.9617929,-0.9637911,-0.944529,-0.936787,-0.9684039,-0.9717933
"9","walking",0.2785028,-0.0180892,-0.1108205,-0.2383536,-0.201697,-0.05796365,0.9518671,-0.03143417,-0.1158561,-0.980972,-0.9712424,-0.955524,0.07043573,0.02122559,0.004147627,-0.2067338,-0.2769299,-0.4097645,-0.08083606,-0.06255987,0.1116298,-0.4761635,-0.4670542,-0.2656835,-0.08092041,-0.03562834,-0.06334066,-0.5269853,-0.5492002,-0.4578815,-0.09808405,-0.3794288,-0.09808405,-0.3794288,-0.2037336,-0.3171135,-0.2945423,-0.4897258,-0.510254,-0.5998665,-0.2947112,-0.2576776,-0.2508063,-0.21802,-0.2239726,-0.03379653,-0.3142654,-0.3677066,-0.3995412,-0.1702283,-0.2283805,-0.4191044,-0.3836761,-0.4369059,-0.2402225,-0.5074045,-0.4909903,-0.3423672,-0.318801,-0.513892,-0.3168707,-0.3223375,-0.5137975,-0.5627145,-0.6025816,-0.6243519
"9","walking_upstairs",0.2624365,-0.01951011,-0.125219,-0.3614444,-0.3022062,-0.2534341,0.9026478,-0.03779478,-0.2660099,-0.9543836,-0.9013173,-0.8940711,0.06922662,0.001266122,0.007660466,-0.3352916,-0.586147,-0.647296,-0.1639672,-0.04125879,0.1456946,-0.3439766,-0.4008591,-0.1381765,-0.06846896,-0.03027975,-0.02363279,-0.6604195,-0.7086048,-0.6571142,-0.2607276,-0.400222,-0.2607276,-0.400222,-0.4406675,-0.4454854,-0.08332345,-0.4258398,-0.6728406,-0.7486513,-0.342736,-0.4050228,-0.3847104,-0.3698158,-0.2976411,-0.2440818,-0.4020448,-0.6084986,-0.6151257,-0.327422,-0.5901129,-0.6778311,-0.3139416,-0.4991592,-0.3276987,-0.3616264,-0.3520331,-0.1655546,-0.3728903,-0.5099295,-0.4195331,-0.4849358,-0.5314827,-0.4568413,-0.7341594,-0.7877816
"9","walking_downstairs",0.2959234,-0.02039943,-0.09102788,0.2133923,-0.2083107,-0.0077153,0.9384178,-0.03523046,-0.08227617,-0.9521412,-0.9363066,-0.8766413,0.130193,-0.0206866,0.002625689,0.01762334,-0.3094425,-0.3595134,-0.0916383,-0.07125988,0.1168044,-0.3964292,-0.3407652,-0.2796852,-0.0945912,-0.05976083,-0.06780806,-0.5096693,-0.4486025,-0.4172396,0.1458864,0.2651201,0.1458864,0.2651201,-0.1623761,0.03990782,-0.1689214,-0.3223315,-0.4690284,-0.4558554,0.1031285,-0.1831205,-0.1037058,0.2504888,-0.2735614,-0.03494949,-0.06453543,-0.313643,-0.2936778,0.009382243,-0.3559818,-0.4253774,-0.3250429,-0.3125122,-0.2506866,-0.4235588,-0.3642826,-0.3565615,0.2222039,0.08886717,0.007168779,0.07055261,-0.3475402,-0.4241707,-0.4631721,-0.4851589
"9","sitting",0.2483267,-0.02701678,-0.07537847,-0.9572278,-0.8751414,-0.8320019,0.9163245,-0.04142582,0.0852631,-0.9552804,-0.946452,-0.8858541,0.07700501,0.009817397,-0.008674673,-0.9645359,-0.9567775,-0.9618894,-0.04232888,-0.04142712,0.08079193,-0.95902,-0.9191882,-0.9301768,-0.09307081,-0.04666344,-0.05284149,-0.9645323,-0.9719274,-0.9687389,-0.8933617,-0.8637564,-0.8933617,-0.8637564,-0.9643838,-0.9517802,-0.9032355,-0.9066063,-0.9733641,-0.9663611,-0.9594136,-0.9116832,-0.8922013,-0.9569035,-0.8676136,-0.8180018,-0.9655962,-0.9580074,-0.957527,-0.9666604,-0.958523,-0.9649413,-0.9503152,-0.939693,-0.9403123,-0.961836,-0.9105834,-0.9341875,-0.8977182,-0.8691725,-0.9530504,-0.949395,-0.9344377,-0.9064712,-0.9683156,-0.965997
"9","standing",0.2823101,-0.0200455,-0.09527475,-0.9757413,-0.9386358,-0.9192958,0.9613235,-0.01038382,0.009147692,-0.9891032,-0.9725739,-0.9322453,0.07600321,0.01306998,-0.004700786,-0.9699734,-0.9638493,-0.9705843,-0.02918314,-0.06081016,0.09924093,-0.9219906,-0.9460466,-0.9398897,-0.0958977,-0.04191996,-0.05757431,-0.9491057,-0.9750365,-0.9697265,-0.9451675,-0.936105,-0.9451675,-0.936105,-0.9695246,-0.9637642,-0.9210302,-0.9082914,-0.969824,-0.9652871,-0.9716627,-0.9448494,-0.9416869,-0.9775792,-0.93879,-0.9138968,-0.9713138,-0.9626243,-0.9671292,-0.9712788,-0.9682346,-0.9725887,-0.9169744,-0.9545143,-0.9415103,-0.9247386,-0.9419506,-0.9449428,-0.9463302,-0.9402655,-0.9632429,-0.9635932,-0.9297691,-0.9109097,-0.9674916,-0.9647708
"9","laying",0.2591955,-0.02052682,-0.1075497,-0.9423331,-0.9162928,-0.9407073,-0.5802528,-0.1191542,0.957873,-0.9218211,-0.9699945,-0.9712047,0.08807345,0.01156173,-0.007053678,-0.9647405,-0.9639967,-0.9585625,-0.01363204,-0.1589029,0.101275,-0.9422465,-0.9266185,-0.9615954,-0.1038467,-0.02755226,-0.05694905,-0.945329,-0.9621702,-0.9770762,-0.9308684,-0.9151268,-0.9308684,-0.9151268,-0.9633745,-0.9550268,-0.9071251,-0.8985579,-0.9645248,-0.9528016,-0.9468655,-0.9343666,-0.945919,-0.940981,-0.9128368,-0.9419712,-0.9643041,-0.9640828,-0.9559092,-0.9686013,-0.9666341,-0.9597147,-0.9302979,-0.9345797,-0.959815,-0.9463892,-0.9231319,-0.9656863,-0.9266043,-0.9219297,-0.9543206,-0.9550947,-0.9186053,-0.9034006,-0.9558063,-0.9522905
